,Invoice ID,Name,Order Date,State,City,Categories,Subcategories,Ratings,Quantity,MRP,Final Price,GST%%,Covid,City_Tier,Discount%,Delivery Fee%,Sale,Brand,Month,Year,WEEKDAY,Log_Final Price,Time_Month,Gender,Current Job Title,Marital Status,Do you have to care for anyone with chronic illness?,Income (per month),Preferred Mode of Payment,Do you practise meditation? Yes/No,If yes,Do you do any form of exercise?,If yes.1, How often do you volunteer for social-service activities?,Hobbies_Count,How often do you pursue your hobbies?,"In most ways, my life is close to my ideal",The Conditions in my life are excellent.,"So far, I have got the important things I want in my life","If I could live my life over, I would change almost nothing",Many people have directly or indirectly contributed to my progress in life,I feel good when I co-operate with others,"When making a decision, I take other people's needs and feelings into account.","It is my duty to take care of my family, even when I have to sacrifice what I want.",Honesty is important to achieve success,Social inequalities bother me,What I am today is solely because of my hard work and talent,People should keep their troubles to themselves,It is important that I do my job better than others,Winning is everything,I don’t worry about others as long as I am happy,It upsets me when my work is not recognized by others,Traditional values are important for me,I plan for the long-term,I am willing to give up today’s fun for future success,I believe persistence is key to success,Saving money is important to me,It is okay to use shortcuts to get what you want,I like to get quick results,I would rather spend money today than save for future,"When my routine is disturbed, it upsets me","I admire people who own expensive homes, cars, and clothes",The things I own say a lot about how well I’m doing in life,I aspire a luxurious and comfortable lifestyle,My life would be better if I owned certain things I don’t have,I’d be happier if I could afford to buy more things,I don’t pay much attention to the material objects other people own,I usually buy only the things I need,I have all the things I really need to enjoy life,My happiness does not depend on things I own,There is a higher purpose to life than comfort and luxury,I believe success in life does not mean becoming rich,I segregate waste before its disposal,I try to conserve water,I try to educate people I know about climate change,I sign petitions related to environmental issues,I try to conserve electricity,I walk/cycle/use public transport to save fuel,Age,has_child,Lives_in_city_tier
32,OD122545810765860000,G3M1R5,2021-08-10,Uttar Pradesh,Kanpur,Exercise & Fitness,Fitness Accessories,4.3,1,119.0,119.0,18%,No,Tier_2,0,0,Yes,FITKIT,8,2021,Weekday,4.77912349311153,Mid,Male,RESEARCH SCHOLAR,Not Married,No,"Rs. 25,000 – 50,000",UPI,Yes,everyday,Yes,everyday,Sometimes,4.0,Always,6.0,6.0,5.0,2.0,6.0,7.0,6.0,7.0,4.0,7.0,7.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,6.0,7.0,7.0,6.0,6.0,2.0,7.0,2.0,2.0,4.0,3.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,4.0,7.0,7.0,6.0,6.0,5.0,24.0,No,Tier 3
33,OD122685217121401000,G3M1R5,2021-08-26,Uttar Pradesh,Kanpur,Audio & Video,Headphones,4.3,1,349.0,389.0,18%,No,Tier_2,0,12,Yes,boAt,8,2021,Weekday,5.963579343618446,End,Male,RESEARCH SCHOLAR,Not Married,No,"Rs. 25,000 – 50,000",UPI,Yes,everyday,Yes,everyday,Sometimes,4.0,Always,6.0,6.0,5.0,2.0,6.0,7.0,6.0,7.0,4.0,7.0,7.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,6.0,7.0,7.0,6.0,6.0,2.0,7.0,2.0,2.0,4.0,3.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,4.0,7.0,7.0,6.0,6.0,5.0,24.0,No,Tier 3
34,OD122813833232914000,G3M1R5,2021-09-10,Uttar Pradesh,Kanpur,Health Care,Health Supplements,4.2,1,1399.0,1399.0,18%,No,Tier_2,0,0,Yes,MUSCLEBLAZE,9,2021,Weekday,7.243512974665482,Mid,Male,RESEARCH SCHOLAR,Not Married,No,"Rs. 25,000 – 50,000",UPI,Yes,everyday,Yes,everyday,Sometimes,4.0,Always,6.0,6.0,5.0,2.0,6.0,7.0,6.0,7.0,4.0,7.0,7.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,6.0,7.0,7.0,6.0,6.0,2.0,7.0,2.0,2.0,4.0,3.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,4.0,7.0,7.0,6.0,6.0,5.0,24.0,No,Tier 3
35,OD122875819110041000,G3M1R5,2021-09-17,Uttar Pradesh,Kanpur,Health Care,Health Supplements,4.2,1,1399.0,1399.0,18%,No,Tier_2,0,0,Yes,MUSCLEBLAZE,9,2021,Weekday,7.243512974665482,Mid,Male,RESEARCH SCHOLAR,Not Married,No,"Rs. 25,000 – 50,000",UPI,Yes,everyday,Yes,everyday,Sometimes,4.0,Always,6.0,6.0,5.0,2.0,6.0,7.0,6.0,7.0,4.0,7.0,7.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,6.0,7.0,7.0,6.0,6.0,2.0,7.0,2.0,2.0,4.0,3.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,4.0,7.0,7.0,6.0,6.0,5.0,24.0,No,Tier 3
36,OD122909067679224000,G3M1R5,2021-09-21,Uttar Pradesh,Kanpur,Health Care,Health Supplements,4.2,1,1399.0,1399.0,18%,No,Tier_2,0,0,Yes,MUSCLEBLAZE,9,2021,Weekday,7.243512974665482,End,Male,RESEARCH SCHOLAR,Not Married,No,"Rs. 25,000 – 50,000",UPI,Yes,everyday,Yes,everyday,Sometimes,4.0,Always,6.0,6.0,5.0,2.0,6.0,7.0,6.0,7.0,4.0,7.0,7.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,6.0,7.0,7.0,6.0,6.0,2.0,7.0,2.0,2.0,4.0,3.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,4.0,7.0,7.0,6.0,6.0,5.0,24.0,No,Tier 3
37,OD122970892762485000,G3M1R5,2021-09-28,Uttar Pradesh,Kanpur,Health Care,Health Supplements,4.2,1,1499.0,1499.0,18%,No,Tier_2,0,0,Yes,MUSCLEBLAZE,9,2021,Weekday,7.312553498102598,End,Male,RESEARCH SCHOLAR,Not Married,No,"Rs. 25,000 – 50,000",UPI,Yes,everyday,Yes,everyday,Sometimes,4.0,Always,6.0,6.0,5.0,2.0,6.0,7.0,6.0,7.0,4.0,7.0,7.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,6.0,7.0,7.0,6.0,6.0,2.0,7.0,2.0,2.0,4.0,3.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,4.0,7.0,7.0,6.0,6.0,5.0,24.0,No,Tier 3
38,OD221992334674215000,G3M1R7,2021-06-07,Haryana,Gurugram,Clothing and Accessories,Bottomwear,4.6,1,349.0,349.0,5%,No,Tier_2,0,0,Yes,Epoxy,6,2021,Weekday,5.855071922202427,Beginning,Female,Housewife,Married,No,"Rs. 1,00, 000 – 1,50,000",Debit Card,Yes,sometimes but not consistent,Yes,once or twice a week,Sometimes,3.0,very often,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,1.0,7.0,6.0,7.0,5.0,7.0,5.0,3.0,6.0,7.0,7.0,5.0,7.0,5.0,4.0,7.0,4.0,48.0,Yes,Tier 3
39,OD222016459417811000,G3M1R7,2021-06-10,Haryana,Gurugram,Jewellery,Artificial Jewellery,4.0,1,169.0,169.0,0%,No,Tier_2,0,0,Yes,NAKSHATRA,6,2021,Weekday,5.1298987149230735,Mid,Female,Housewife,Married,No,"Rs. 1,00, 000 – 1,50,000",Debit Card,Yes,sometimes but not consistent,Yes,once or twice a week,Sometimes,3.0,very often,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,1.0,7.0,6.0,7.0,5.0,7.0,5.0,3.0,6.0,7.0,7.0,5.0,7.0,5.0,4.0,7.0,4.0,48.0,Yes,Tier 3
40,OD222088745433449000,G3M1R7,2021-06-18,Haryana,Gurugram,Health Care,Home Medical Supplies,3.9,1,299.0,299.0,5%,No,Tier_2,0,0,Yes,Nea,6,2021,Weekday,5.700443573390687,Mid,Female,Housewife,Married,No,"Rs. 1,00, 000 – 1,50,000",Debit Card,Yes,sometimes but not consistent,Yes,once or twice a week,Sometimes,3.0,very often,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,1.0,7.0,6.0,7.0,5.0,7.0,5.0,3.0,6.0,7.0,7.0,5.0,7.0,5.0,4.0,7.0,4.0,48.0,Yes,Tier 3
41,OD222175582191529000,G3M1R7,2021-06-28,Haryana,Gurugram,Clothing and Accessories,Topwear,4.1,1,364.0,363.0,5%,No,Tier_2,12,11,Yes,Roden,6,2021,Weekday,5.8944028342648505,End,Female,Housewife,Married,No,"Rs. 1,00, 000 – 1,50,000",Debit Card,Yes,sometimes but not consistent,Yes,once or twice a week,Sometimes,3.0,very often,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,1.0,7.0,6.0,7.0,5.0,7.0,5.0,3.0,6.0,7.0,7.0,5.0,7.0,5.0,4.0,7.0,4.0,48.0,Yes,Tier 3
42,OD222208202388419000,G3M1R7,2021-07-02,Haryana,Gurugram,Clothing and Accessories,Topwear,4.0,1,307.0,326.0,5%,No,Tier_2,7,14,Yes,Roden,7,2021,Weekday,5.786897381366708,Beginning,Female,Housewife,Married,No,"Rs. 1,00, 000 – 1,50,000",Debit Card,Yes,sometimes but not consistent,Yes,once or twice a week,Sometimes,3.0,very often,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,1.0,7.0,6.0,7.0,5.0,7.0,5.0,3.0,6.0,7.0,7.0,5.0,7.0,5.0,4.0,7.0,4.0,48.0,Yes,Tier 3
43,OD222294511046956000,G3M1R7,2021-07-12,Haryana,Gurugram,Home Furnishing,Bed Linen & Blankets,3.9,1,272.0,272.0,5%,No,Tier_2,0,0,Yes,zabolon,7,2021,Weekday,5.605802066295998,Mid,Female,Housewife,Married,No,"Rs. 1,00, 000 – 1,50,000",Debit Card,Yes,sometimes but not consistent,Yes,once or twice a week,Sometimes,3.0,very often,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,1.0,7.0,6.0,7.0,5.0,7.0,5.0,3.0,6.0,7.0,7.0,5.0,7.0,5.0,4.0,7.0,4.0,48.0,Yes,Tier 3
44,OD222380158110050000,G3M1R7,2021-07-22,Haryana,Gurugram,Health Care,Home Medical Supplies,4.0,1,164.0,164.0,18%,No,Tier_2,0,0,Yes,Aryshaa,7,2021,Weekday,5.099866427824199,End,Female,Housewife,Married,No,"Rs. 1,00, 000 – 1,50,000",Debit Card,Yes,sometimes but not consistent,Yes,once or twice a week,Sometimes,3.0,very often,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,1.0,7.0,6.0,7.0,5.0,7.0,5.0,3.0,6.0,7.0,7.0,5.0,7.0,5.0,4.0,7.0,4.0,48.0,Yes,Tier 3
45,OD222546805641621000,G3M1R7,2021-08-10,Haryana,Gurugram,Beauty and Grooming,Body & Face Skin Care,4.1,1,118.0,160.0,18%,No,Tier_2,0,36,Yes,ShopiMoz,8,2021,Weekday,5.075173815233827,Mid,Female,Housewife,Married,No,"Rs. 1,00, 000 – 1,50,000",Debit Card,Yes,sometimes but not consistent,Yes,once or twice a week,Sometimes,3.0,very often,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,1.0,7.0,6.0,7.0,5.0,7.0,5.0,3.0,6.0,7.0,7.0,5.0,7.0,5.0,4.0,7.0,4.0,48.0,Yes,Tier 3
46,OD222650859437555000,G3M1R7,2021-08-22,Haryana,Gurugram,Health Care,Professional medical supplies,4.3,1,249.0,249.0,5%,No,Tier_2,0,0,Yes,3W,8,2021,Weekend,5.517452896464707,End,Female,Housewife,Married,No,"Rs. 1,00, 000 – 1,50,000",Debit Card,Yes,sometimes but not consistent,Yes,once or twice a week,Sometimes,3.0,very often,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,1.0,7.0,6.0,7.0,5.0,7.0,5.0,3.0,6.0,7.0,7.0,5.0,7.0,5.0,4.0,7.0,4.0,48.0,Yes,Tier 3
47,OD222699937076959000,G3M1R8,2021-08-28,West Bengal,Kolkata,Health Care,Professional medical supplies,3.9,1,199.0,199.0,5%,No,Tier_1,0,0,Yes,Sugero,8,2021,Weekend,5.293304824724492,End,Female,PhD Student,Not Married,No,"Rs. 25,000 – 50,000",Cash on Delivery,Yes,everyday,Yes,everyday,Always,2.0,sometimes,5.0,7.0,5.0,4.0,7.0,6.0,5.0,6.0,6.0,7.0,6.0,3.0,5.0,4.0,2.0,3.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,1.0,6.0,4.0,4.0,6.0,5.0,3.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,4.0,23.0,No,Tier_1
48,OD222699947484464000,G3M1R8,2021-08-29,West Bengal,Kolkata,Food Products,Food Products,4.4,10,1565.0,922.0,5%,No,Tier_1,42,0,Yes,HOUSEHOLD,8,2021,Weekend,6.826545223556594,End,Female,PhD Student,Not Married,No,"Rs. 25,000 – 50,000",Cash on Delivery,Yes,everyday,Yes,everyday,Always,2.0,sometimes,5.0,7.0,5.0,4.0,7.0,6.0,5.0,6.0,6.0,7.0,6.0,3.0,5.0,4.0,2.0,3.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,1.0,6.0,4.0,4.0,6.0,5.0,3.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,4.0,23.0,No,Tier_1
49,OD222718743081617000,G3M1R8,2021-08-30,West Bengal,Kolkata,Health Care,Professional medical supplies,3.9,1,199.0,199.0,5%,No,Tier_1,0,0,Yes,Sugero,8,2021,Weekday,5.293304824724492,End,Female,PhD Student,Not Married,No,"Rs. 25,000 – 50,000",Cash on Delivery,Yes,everyday,Yes,everyday,Always,2.0,sometimes,5.0,7.0,5.0,4.0,7.0,6.0,5.0,6.0,6.0,7.0,6.0,3.0,5.0,4.0,2.0,3.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,1.0,6.0,4.0,4.0,6.0,5.0,3.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,4.0,23.0,No,Tier_1
50,OD222797072279067000,G3M1R7,2021-09-08,Haryana,Gurugram,Food Products,Tea Powder,4.4,1,156.0,156.0,5%,No,Tier_2,0,0,Yes,Lipton,9,2021,Weekday,5.049856007249537,Beginning,Female,Housewife,Married,No,"Rs. 1,00, 000 – 1,50,000",Debit Card,Yes,sometimes but not consistent,Yes,once or twice a week,Sometimes,3.0,very often,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,1.0,7.0,6.0,7.0,5.0,7.0,5.0,3.0,6.0,7.0,7.0,5.0,7.0,5.0,4.0,7.0,4.0,48.0,Yes,Tier 3
51,OD222797083943245000,G3M1R7,2021-09-08,Haryana,Gurugram,Food Products,Food Spreads,4.5,1,293.0,293.0,12%,No,Tier_2,0,0,Yes,MYFITNESS,9,2021,Weekday,5.680172609017068,Beginning,Female,Housewife,Married,No,"Rs. 1,00, 000 – 1,50,000",Debit Card,Yes,sometimes but not consistent,Yes,once or twice a week,Sometimes,3.0,very often,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,1.0,7.0,6.0,7.0,5.0,7.0,5.0,3.0,6.0,7.0,7.0,5.0,7.0,5.0,4.0,7.0,4.0,48.0,Yes,Tier 3
52,OD222970591396236000,G3M1R8,2021-09-08,West Bengal,Kolkata,Food Products,Food Products,4.4,13,2725.0,1754.0,0%,No,Tier_1,36,0,Yes,HOUSEHOLD,9,2021,Weekday,7.469654172932128,Beginning,Female,PhD Student,Not Married,No,"Rs. 25,000 – 50,000",Cash on Delivery,Yes,everyday,Yes,everyday,Always,2.0,sometimes,5.0,7.0,5.0,4.0,7.0,6.0,5.0,6.0,6.0,7.0,6.0,3.0,5.0,4.0,2.0,3.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,1.0,6.0,4.0,4.0,6.0,5.0,3.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,4.0,23.0,No,Tier_1
53,OD222972947918934000,G3M1R7,2021-09-29,Haryana,Gurugram,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",4.3,1,566.0,566.0,5%,No,Tier_2,0,0,Yes,jayleen,9,2021,Weekday,6.338594078203183,End,Female,Housewife,Married,No,"Rs. 1,00, 000 – 1,50,000",Debit Card,Yes,sometimes but not consistent,Yes,once or twice a week,Sometimes,3.0,very often,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,1.0,7.0,6.0,7.0,5.0,7.0,5.0,3.0,6.0,7.0,7.0,5.0,7.0,5.0,4.0,7.0,4.0,48.0,Yes,Tier 3
54,OD222977741348042000,G3M1R7,2021-09-29,Haryana,Gurugram,Exercise & Fitness,Fitness Accessories,3.3,1,199.0,232.0,5%,No,Tier_2,0,17,Yes,SKYFIT,9,2021,Weekday,5.44673737166631,End,Female,Housewife,Married,No,"Rs. 1,00, 000 – 1,50,000",Debit Card,Yes,sometimes but not consistent,Yes,once or twice a week,Sometimes,3.0,very often,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,1.0,7.0,6.0,7.0,5.0,7.0,5.0,3.0,6.0,7.0,7.0,5.0,7.0,5.0,4.0,7.0,4.0,48.0,Yes,Tier 3
55,OD222982317911473000,G3M1R7,2021-09-30,Haryana,Gurugram,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",4.4,1,934.0,887.0,5%,No,Tier_2,6,0,Yes,Dhavan,9,2021,Weekday,6.787844982309579,End,Female,Housewife,Married,No,"Rs. 1,00, 000 – 1,50,000",Debit Card,Yes,sometimes but not consistent,Yes,once or twice a week,Sometimes,3.0,very often,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,1.0,7.0,6.0,7.0,5.0,7.0,5.0,3.0,6.0,7.0,7.0,5.0,7.0,5.0,4.0,7.0,4.0,48.0,Yes,Tier 3
56,OD223011842632064000,G3M1R7,2021-10-03,Haryana,Gurugram,Health Care,Home Medical Supplies,4.1,1,194.0,194.0,5%,No,Tier_2,0,0,Yes,Nea,10,2021,Weekend,5.267858159063328,Beginning,Female,Housewife,Married,No,"Rs. 1,00, 000 – 1,50,000",Debit Card,Yes,sometimes but not consistent,Yes,once or twice a week,Sometimes,3.0,very often,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,1.0,7.0,6.0,7.0,5.0,7.0,5.0,3.0,6.0,7.0,7.0,5.0,7.0,5.0,4.0,7.0,4.0,48.0,Yes,Tier 3
57,OD115194569521464000,G3M1R9,2019-04-12,Delhi,New Delhi,Home Lighting,Utility Lighting,4.1,1,317.0,341.0,5%,No,Tier_1,0,8,No,Meenamart,4,2019,Weekday,5.831882477283517,Mid,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2.0,very often,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,2.0,4.0,1.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,7.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,7.0,4.0,21.0,No,Tier 3
58,OD117109433558543000,G3M1R9,2019-11-20,Delhi,New Delhi,Health & Personal Care Appliances,Personal Care Appliances,3.7,1,219.0,284.0,5%,No,Tier_1,0,30,Yes,Professional,11,2019,Weekday,5.648974238161206,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2.0,very often,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,2.0,4.0,1.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,7.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,7.0,4.0,21.0,No,Tier 3
59,OD117418883175508000,G3M1R9,2019-12-26,Uttarakhand,Haridwar,Books,Books,3.9,1,294.0,294.0,0%,No,Tier 3,0,0,No,IIT-JAM,12,2019,Weekday,5.683579767338681,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2.0,very often,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,2.0,4.0,1.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,7.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,7.0,4.0,21.0,No,Tier 3
60,OD220620105233410000,G3M1R9,2020-12-30,Uttarakhand,Haridwar,Footwear,Men's Footwear,4.1,1,999.0,999.0,5%,No,Tier 3,0,0,No,Bata,12,2020,Weekday,6.906754778648554,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2.0,very often,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,2.0,4.0,1.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,7.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,7.0,4.0,21.0,No,Tier 3
61,OD220846985145562000,G3M1R9,2021-01-26,Delhi,New Delhi,Health Care,Health Supplements,4.2,1,1499.0,1499.0,18%,No,Tier_1,0,0,Yes,Optimum,1,2021,Weekday,7.312553498102598,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2.0,very often,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,2.0,4.0,1.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,7.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,7.0,4.0,21.0,No,Tier 3
62,OD221424005251116000,G3M1R9,2021-04-02,Uttarakhand,Haridwar,Books,Books,4.5,1,285.0,285.0,0%,2nd Wave,Tier 3,0,0,Yes,Fast,4,2021,Weekday,5.652489180268651,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2.0,very often,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,2.0,4.0,1.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,7.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,7.0,4.0,21.0,No,Tier 3
63,OD221424005251116000,G3M1R9,2021-04-03,Uttarakhand,Haridwar,Books,Books,4.5,1,342.0,342.0,0%,2nd Wave,Tier 3,0,0,Yes,Cbse,4,2021,Weekend,5.834810737062605,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2.0,very often,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,2.0,4.0,1.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,7.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,7.0,4.0,21.0,No,Tier 3
64,OD221606447830273000,G3M1R9,2021-04-24,Uttarakhand,Haridwar,Health & Personal Care Appliances,Health Care,3.4,1,1699.0,1674.0,12%,2nd Wave,Tier 3,2,0,Yes,Flipkart,4,2021,Weekend,7.422971251049421,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2.0,very often,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,2.0,4.0,1.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,7.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,7.0,4.0,21.0,No,Tier 3
65,OD222160586833839000,G3M1R9,2021-06-27,Uttarakhand,Haridwar,Clothing and Accessories,Bottomwear,4.1,1,419.0,419.0,5%,No,Tier 3,0,0,Yes,METRONAUT,6,2021,Weekend,6.037870919922137,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2.0,very often,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,2.0,4.0,1.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,7.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,7.0,4.0,21.0,No,Tier 3
66,OD222219401428020000,G3M1R9,2021-07-04,Uttarakhand,Haridwar,Home Lighting,Decor lighting & Accessories,4.4,1,299.0,299.0,12%,No,Tier 3,0,0,Yes,MANSAA,7,2021,Weekend,5.700443573390687,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2.0,very often,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,2.0,4.0,1.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,7.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,7.0,4.0,21.0,No,Tier 3
