,index,Invoice ID,Name,Order Date,State,City,Categories,Subcategories,Ratings,Quantity,MRP,Final Price,GST%%,City_Tier,Discount%,Delivery Fee%,Brand,Sale,Covid,Month,Year,WEEKDAY,Log_Final Price,Time_Month,Gender,Current Job Title,Marital Status,Do you have to care for anyone with chronic illness?,Income (per month),Preferred Mode of Payment,Do you practise meditation? Yes/No,If yes,Do you do any form of exercise?,If yes.1, How often do you volunteer for social-service activities?,Hobbies_Count,How often do you pursue your hobbies?,Collectiv,Life_Satsif,Indiv,LongTermOri,ShortTermOri,Materialism,Spiritualism,EnvBehav,Age,has_child,Lives_in_city_tier,Clusters,More_than_average
59,69,OD115194569521464000,G3M1R9,2019-04-12,Delhi,New Delhi,Home Lighting,Utility Lighting,4.1,1,317.0,341.0,5%,Tier_1,0,8,Meenamart,Yes,No,4,2019,Weekday,5.831882477283517,Mid,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2,very often,High,High,Low,High,Low,Low,High,High,21,No,Tier 3,0,Yes
60,70,OD117109433558543000,G3M1R9,2019-11-20,Delhi,New Delhi,Health & Personal Care Appliances,Personal Care Appliances,3.7,1,219.0,284.0,5%,Tier_1,0,30,Professional,No,No,11,2019,Weekday,5.648974238161206,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2,very often,High,High,Low,High,Low,Low,High,High,21,No,Tier 3,0,Yes
61,71,OD117418883175508000,G3M1R9,2019-12-26,Uttarakhand,Haridwar,Books,Books,3.9,1,294.0,294.0,0%,Tier 3,0,0,IIT-JAM,No,No,12,2019,Weekday,5.683579767338681,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2,very often,High,High,Low,High,Low,Low,High,High,21,No,Tier 3,0,Yes
62,72,OD220620105233410000,G3M1R9,2020-12-30,Uttarakhand,Haridwar,Footwear,Men's Footwear,4.1,1,999.0,999.0,5%,Tier 3,0,0,Bata,No,No,12,2020,Weekday,6.906754778648554,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2,very often,High,High,Low,High,Low,Low,High,High,21,No,Tier 3,0,Yes
63,73,OD220846985145562000,G3M1R9,2021-01-26,Delhi,New Delhi,Health Care,Health Supplements,4.2,1,1499.0,1499.0,18%,Tier_1,0,0,Optimum,Yes,No,1,2021,Weekday,7.312553498102598,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2,very often,High,High,Low,High,Low,Low,High,High,21,No,Tier 3,0,Yes
64,74,OD221424005251116000,G3M1R9,2021-04-02,Uttarakhand,Haridwar,Books,Books,4.5,1,285.0,285.0,0%,Tier 3,0,0,Fast,Yes,No,4,2021,Weekday,5.652489180268651,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2,very often,High,High,Low,High,Low,Low,High,High,21,No,Tier 3,0,Yes
65,75,OD221424005251116000,G3M1R9,2021-04-03,Uttarakhand,Haridwar,Books,Books,4.5,1,342.0,342.0,0%,Tier 3,0,0,Cbse,No,No,4,2021,Weekend,5.834810737062605,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2,very often,High,High,Low,High,Low,Low,High,High,21,No,Tier 3,0,Yes
66,76,OD221606447830273000,G3M1R9,2021-04-24,Uttarakhand,Haridwar,Health & Personal Care Appliances,Health Care,3.4,1,1699.0,1674.0,12%,Tier 3,2,0,Flipkart,No,2nd Wave,4,2021,Weekend,7.422971251049421,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2,very often,High,High,Low,High,Low,Low,High,High,21,No,Tier 3,0,Yes
67,77,OD222160586833839000,G3M1R9,2021-06-27,Uttarakhand,Haridwar,Clothing and Accessories,Bottomwear,4.1,1,419.0,419.0,5%,Tier 3,0,0,METRONAUT,Yes,No,6,2021,Weekend,6.037870919922137,End,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2,very often,High,High,Low,High,Low,Low,High,High,21,No,Tier 3,0,Yes
68,78,OD222219401428020000,G3M1R9,2021-07-04,Uttarakhand,Haridwar,Home Lighting,Decor lighting & Accessories,4.4,1,299.0,299.0,12%,Tier 3,0,0,MANSAA,No,2nd Wave,7,2021,Weekend,5.700443573390687,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2,very often,High,High,Low,High,Low,Low,High,High,21,No,Tier 3,0,Yes
69,79, OD222992979905181000,G3M1R9,2021-01-10,Uttarakhand,Haridwar,Audio & Video,Headphones,3.3,1,699.0,699.0,18%,Tier 3,0,0,Mivi,No,No,1,2021,Weekend,6.54965074223381,Mid,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2,very often,High,High,Low,High,Low,Low,High,High,21,No,Tier 3,0,Yes
70,80,OD223004237655773000,G3M1R9,2021-10-03,Uttarakhand,Haridwar,Computers,Laptops,4.0,1,30000.0,30000.0,18%,Tier 3,0,0,ASUS,No,No,10,2021,Weekend,10.308952660644293,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2,very often,High,High,Low,High,Low,Low,High,High,21,No,Tier 3,0,Yes
71,81,OD223004720535120000,G3M1R9,2021-10-02,Uttarakhand,Haridwar,Books,Books,4.4,1,350.0,390.0,0%,Tier 3,0,12,Pathfinder,Yes,No,10,2021,Weekend,5.966146739123692,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2,very often,High,High,Low,High,Low,Low,High,High,21,No,Tier 3,0,Yes
72,2942,OD221527054196186000,G3M1R9,2021-04-14,Uttarakhand,Haridwar,Clothing and Accessories,Clothing Accessories,3.8,1,189.0,217.0,5%,Tier 3,7,22,ILU,Yes,2nd Wave,4,2021,Weekday,5.37989735354046,Mid,Male,Student,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,2,very often,High,High,Low,High,Low,Low,High,High,21,No,Tier 3,0,Yes
73,82,OD119678584944915000,G3M1R10,2020-09-12,Haryana,Jind,Health & Personal Care Appliances,Personal Care Appliances,4.3,1,999.0,899.0,18%,Tier 3,11,0,MI,No,No,9,2020,Weekend,6.80128303447162,Mid,Female,Student,Not Married,No,Prefer Not to Say,Cash on Delivery,No,No,No,No,Very Often,2,very often,High,Low,Low,High,Low,High,High,High,24,No,Tier 3,0,No
74,83,OD121010051099640000,G3M1R10,2021-02-14,Haryana,Jind,Footwear,Men's Footwear,4.3,1,1487.0,1412.0,18%,Tier 3,6,0,fila,Yes,No,2,2021,Weekend,7.252762418053187,Mid,Female,Student,Not Married,No,Prefer Not to Say,Cash on Delivery,No,No,No,No,Very Often,2,very often,High,Low,Low,High,Low,High,High,High,24,No,Tier 3,0,No
75,84,OD12151877010402400,G3M1R10,2021-04-14,Haryana,Jind,Footwear,Men's Footwear,4.2,1,1279.0,1178.0,18%,Tier 3,8,0,Puma,Yes,2nd Wave,4,2021,Weekday,7.071573364211532,Mid,Female,Student,Not Married,No,Prefer Not to Say,Cash on Delivery,No,No,No,No,Very Often,2,very often,High,Low,Low,High,Low,High,High,High,24,No,Tier 3,0,No
76,85,FAA40880590163969925,G3M2R1,2020-04-10,Karnataka,Tumkur,Clothing and Accessories,Topwear,4.3,1,499.0,499.0,5%,Tier 3,0,0,Jockey,No,1st Wave,4,2020,Weekday,6.212606095751519,Mid,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
77,86,FAA40880378132425161,G3M2R1,2020-09-12,Karnataka,Tumkur,Mobiles & Accessories,Mobile Accessories,4.4,1,197.0,197.0,0%,Tier 3,0,0,PRUSHTI,No,No,9,2020,Weekend,5.2832037287379885,Mid,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
78,87,FAA40839794787365105,G3M2R1,2020-09-12,Karnataka,Tumkur,Mobiles & Accessories,Mobile Accessories,4.1,1,197.0,197.0,0%,Tier 3,0,0,JPBROTHERS,No,No,9,2020,Weekend,5.2832037287379885,Mid,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
79,88,FAA40881276752140309,G3M2R1,2020-09-12,Karnataka,Tumkur,Mobiles & Accessories,Mobile Accessories,4.2,1,145.0,145.0,18%,Tier 3,0,0,CEDO,No,No,9,2020,Weekend,4.976733742420574,Mid,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
80,89,FAA40899931678977903,G3M2R1,2021-01-05,Karnataka,Tumkur,Pens & Stationery,Pens & Stationery,4.5,1,430.0,420.0,12%,Tier 3,3,0,Classmate,No,2nd Wave,1,2021,Weekday,6.040254711277414,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
81,90,FAA40838007010987561,G3M2R1,2021-01-05,Karnataka,Tumkur,Books,Books,4.3,1,290.0,290.0,0%,Tier 3,0,0,NCERT,No,2nd Wave,1,2021,Weekday,5.66988092298052,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
82,91,FAA40814353887341918,G3M2R1,2021-01-05,Karnataka,Tumkur,Books,Books,4.5,1,459.0,459.0,0%,Tier 3,0,0,Problems,No,2nd Wave,1,2021,Weekday,6.129050210060545,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
83,92,FAF09146411768633,G3M2R1,2021-02-09,Karnataka,Tumkur,Books,Books,4.6,1,119.77,119.77,5%,Tier 3,0,0,Books,No,No,2,2021,Weekday,4.785573236959415,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
84,93,FAA40865094269220300,G3M2R1,2021-03-04,Karnataka,Tumkur,Home Furnishing,Bed Linen & Blankets,3.9,1,339.0,339.0,5%,Tier 3,0,0,Microfibre,Yes,2nd Wave,3,2021,Weekday,5.82600010738045,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
85,94,FAA40874302442056357,G3M2R1,2021-03-06,Karnataka,Tumkur,Mobiles & Accessories,Tablet Accessories,4.7,1,6799.0,6799.0,18%,Tier 3,0,0,Kindle,No,2nd Wave,3,2021,Weekend,8.82453082152646,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
86,95,FAA40847231253708366,G3M2R1,2021-04-04,Karnataka,Tumkur,Home Furnishing,Bath Linen,4.0,1,719.0,719.0,5%,Tier 3,0,0,Solimo,No,2nd Wave,4,2021,Weekend,6.577861357721047,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
87,96,FAA40894443711920369,G3M2R1,2021-05-06,Karnataka,Tumkur,Food Products,Spice Powder and Masala,3.5,2,124.0,124.0,5%,Tier 3,0,0,Everest,No,No,5,2021,Weekday,4.820281565605037,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
88,97, FAA40845108835649169,G3M2R1,2021-05-06,Karnataka,Tumkur,Food Products,Edible Oil,4.5,1,867.0,884.0,5%,Tier 3,0,2,Fortune,No,No,5,2021,Weekday,6.784457062637643,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
89,98, FAA40845108835649169,G3M2R1,2021-05-06,Karnataka,Tumkur,Food Products,Flour and Sooji,4.4,1,39.0,39.0,5%,Tier 3,0,0,Aashirvaad,No,No,5,2021,Weekday,3.6635616461296463,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
90,99, FAA40845108835649169,G3M2R1,2021-05-06,Karnataka,Tumkur,Food Products,Spice Powder and Masala,3.5,2,250.0,250.0,5%,Tier 3,0,0,Everest,No,No,5,2021,Weekday,5.521460917862246,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
91,100, FAA40845108835649169,G3M2R1,2021-05-06,Karnataka,Tumkur,Food Products,Spice Powder and Masala,4.0,1,110.0,110.0,5%,Tier 3,0,0,Vedaka,No,No,5,2021,Weekday,4.700480365792417,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
92,101, FAA40845108835649169,G3M2R1,2021-05-06,Karnataka,Tumkur,Food Products,Home Improvement,3.9,1,50.0,50.0,5%,Tier 3,0,0,Vedaka,No,No,5,2021,Weekday,3.912023005428146,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
93,102, FAA40845108835649169,G3M2R1,2021-05-06,Karnataka,Tumkur,Food Products,Flour and Sooji,4.5,1,221.0,221.0,5%,Tier 3,0,0,Aashirvaad,No,No,5,2021,Weekday,5.3981627015177525,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
94,103, FAA40845108835649169,G3M2R1,2021-05-06,Karnataka,Tumkur,Food Products,Salt,4.6,1,31.0,31.0,0%,Tier 3,0,0,Tata,No,No,5,2021,Weekday,3.4339872044851463,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
95,104, FAA40845108835649169,G3M2R1,2021-05-06,Karnataka,Tumkur,Food Products,Pulses,4.4,3,403.0,381.0,5%,Tier 3,6,0,Vedaka,No,No,5,2021,Weekday,5.942799375126701,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
96,105, FAA40845108835649169,G3M2R1,2021-05-06,Karnataka,Tumkur,Food Products,Pulses,4.3,1,135.0,135.0,5%,Tier 3,0,0,Vedaka,No,No,5,2021,Weekday,4.90527477843843,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
97,106,FAA40514751815407517,G3M2R1,2021-05-08,Karnataka,Tumkur,Beauty and Grooming,Bath & Shower,4.3,1,139.0,139.0,18%,Tier 3,0,0,Santoor,No,No,5,2021,Weekend,4.9344739331306915,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
98,107,FAA40510573451839559,G3M2R1,2021-05-08,Karnataka,Tumkur,Food Products,Flour and Sooji,4.5,2,520.0,520.0,5%,Tier 3,0,0,Aashirvaad,No,No,5,2021,Weekend,6.253828811575473,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
99,108,FAA40510573451839559,G3M2R1,2021-05-08,Karnataka,Tumkur,Food Products,Books,4.4,1,43.0,43.0,5%,Tier 3,0,0,Vedaka,No,No,5,2021,Weekend,3.7612001156935624,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
100,109,FAA40510573451839559,G3M2R1,2021-05-08,Karnataka,Tumkur,Food Products,Pulses,4.2,1,145.0,145.0,5%,Tier 3,0,0,Vedaka,No,No,5,2021,Weekend,4.976733742420574,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
101,110,FAA40510573451839559,G3M2R1,2021-05-08,Karnataka,Tumkur,Food Products,Spice Powder and Masala,4.3,1,115.0,130.0,5%,Tier 3,0,14,Everest,No,No,5,2021,Weekend,4.867534450455582,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
102,111,FAA40510573451839559,G3M2R1,2021-05-08,Karnataka,Tumkur,Food Products,Pulses,4.6,1,100.0,100.0,5%,Tier 3,0,0,Vedaka,No,No,5,2021,Weekend,4.605170185988092,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
103,112,FAA40505679213889137,G3M2R1,2021-05-08,Karnataka,Tumkur,Food Products,Spice Powder and Masala,5.0,1,279.98,279.98,5%,Tier 3,0,0,Tasteful,No,No,5,2021,Weekend,5.6347181720466795,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
104,113,FAA40812671684813931,G3M2R1,2021-06-01,Karnataka,Tumkur,"Kitchen, Cookware & Serveware",Cookware,4.1,1,1660.0,1660.0,12%,Tier 3,0,0,Prestige,No,No,6,2021,Weekday,7.414572881350589,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
105,114, FAA40578412787652366,G3M2R1,2021-08-09,Karnataka,Tumkur,"Kitchen, Cookware & Serveware",Cookware,4.1,1,249.0,249.0,12%,Tier 3,0,0,Pioneer,Yes,No,8,2021,Weekday,5.517452896464707,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
106,115,FAF12806124059841,G3M2R1,2021-09-06,Karnataka,Tumkur,Books,Books,4.5,1,220.4,220.4,5%,Tier 3,0,0,Books,No,No,9,2021,Weekday,5.39544407727876,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
107,116,FAA40822696933794720,G3M2R1,2021-10-05,Karnataka,Tumkur,Automotive Accessories,Books,4.0,1,369.0,369.0,12%,Tier 3,0,0,High,No,2nd Wave,10,2021,Weekday,5.910796644040527,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
108,117,FAA40854210942756342,G3M2R1,2021-10-05,Karnataka,Tumkur,Home Cleaning & Bathroom Accessories,Cleaning Supplies,4.0,1,1109.0,1109.0,18%,Tier 3,0,0,Milton,No,2nd Wave,10,2021,Weekday,7.011213987350367,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
109,118,FAA40887242381530711,G3M2R1,2021-10-05,Karnataka,Tumkur,Automotive Accessories,Food Products,4.4,1,7301.0,7299.0,18%,Tier 3,1,0,Vacuum,No,2nd Wave,10,2021,Weekday,8.895492631451633,Beginning,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
110,120,FAA40853264509612363,G3M2R1,2021-04-14,Karnataka,Tumkur,Computers,Laptop Accessories,3.8,1,445.0,445.0,18%,Tier 3,0,0,GM,Yes,2nd Wave,4,2021,Weekday,6.09807428216624,Mid,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
111,121, FAA40852919972601142,G3M2R1,2021-06-16,Karnataka,Tumkur,Pet Supplies,Dogs,4.3,1,275.0,275.0,18%,Tier 3,0,0,Dog,Yes,No,6,2021,Weekday,5.616771097666572,Mid,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
112,122,FAA40896457268285138,G3M2R1,2021-06-16,Karnataka,Tumkur,Pet Supplies,Dogs,4.5,1,740.0,740.0,18%,Tier 3,0,0,Dog,Yes,No,6,2021,Weekday,6.606650186198215,Mid,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
113,123,FAA40890004255817903,G3M2R1,2021-05-17,Karnataka,Tumkur,Beauty and Grooming,Body & Face Skin Care,4.4,1,279.0,279.0,18%,Tier 3,0,0,Pond's,No,2nd Wave,5,2021,Weekday,5.631211781821365,Mid,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
114,124, FAA40229820078413943,G3M2R1,2021-07-17,Karnataka,Tumkur,"Bags, Wallets & Belts",Wallets & Clutches,4.4,1,506.0,517.0,12%,Tier 3,0,3,Urban,No,No,7,2021,Weekend,6.248042874508429,Mid,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
115,125,FAA40521809310829961,G3M2R1,2021-09-17,Karnataka,Tumkur,Automotive Accessories,Home Improvement,4.4,1,649.0,649.0,5%,Tier 3,0,0,Hose,No,No,9,2021,Weekday,6.47543271670409,Mid,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
116,126, FAA40503002642644340,G3M2R1,2021-09-17,Karnataka,Tumkur,Home Cleaning & Bathroom Accessories,HouseHold Supplies,4.5,1,1080.0,1080.0,12%,Tier 3,0,0,Ariel,No,No,9,2021,Weekday,6.984716320118266,Mid,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
117,127,FAA40827517289765961,G3M2R1,2020-12-18,Karnataka,Tumkur,Computers,Computer Components,4.5,1,8499.0,8499.0,18%,Tier 3,0,0,LG,No,No,12,2020,Weekday,9.047703788498627,Mid,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
118,128,FAA40510881077968320,G3M2R1,2021-09-20,Karnataka,Tumkur,Mobiles & Accessories,Mobiles,4.4,1,399.0,399.0,0%,Tier 3,0,0,ZQRA,No,No,9,2021,Weekday,5.988961416889864,End,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
119,129,FAA40500660600866701,G3M2R1,2021-09-20,Karnataka,Tumkur,Clothing and Accessories,Automotive Accessories,4.4,1,281.0,281.0,0%,Tier 3,0,0,Worship,No,No,9,2021,Weekday,5.638354669333745,End,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
120,130,FAA40548558881170760,G3M2R1,2021-09-20,Karnataka,Tumkur,Festive Decor & Gifting,Spiritual Items,4.0,1,899.0,899.0,12%,Tier 3,0,0,Aarti,No,No,9,2021,Weekday,6.80128303447162,End,Male,Engineer,Not Married,No,Prefer Not to Say,UPI,Yes,once or twice a week,Yes,once or twice a week,Rarely,1,Always,High,Low,Low,Low,Low,Low,High,High,23,Yes,Tier 3,0,Yes
